"","eventID","occurrenceID","basisOfRecord","scientificNameID","scientificNameAccepted","taxonRank","kingdom","phylum","class","order","family","genus","recordedBy","organismQuantityType","occurrenceStatus","licence","language"
"1018","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011_occ272","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1111","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011_occ273","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"147","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011_occ274","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"157","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011_occ275","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"167","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_pedras_secas_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_pedras_secas_2011_occ276","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"177","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011_occ277","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"187","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_baia_dos_golfinhos_2011_occ278","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"207","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011_occ279","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"217","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_ilha_do_frade_2011_occ280","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"267","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011_occ281","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"277","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_caverna_da_sapata_2011_occ282","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"307","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011_occ283","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"319","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_da_sapata_2011_occ284","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"327","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011_occ285","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"337","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_do_submarino_2011_occ286","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"347","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_barro_vermelho_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_barro_vermelho_2011_occ287","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"397","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_cahial_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_cahial_2010_occ288","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"407","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_sapata_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_sapata_2010_occ289","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"417","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_penha_2018","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_penha_2018_occ290","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"427","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_curuba_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_curuba_2010_occ291","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"437","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_taci_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:paraiba_taci_2010_occ292","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"987","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016_occ293","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"997","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_norte_2016_occ294","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1007","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016_occ295","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1019","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:espirito_santo_sul_2016_occ296","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1027","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009_occ297","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1037","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_martim_vaz_2009_occ298","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1067","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009_occ299","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1077","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_ponta_do_noroeste_2009_occ300","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1127","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009_occ301","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1137","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:trindade_farilhoes_2009_occ302","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1267","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:rio_de_janeiro_ilha_grande_2009","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:rio_de_janeiro_ilha_grande_2009_occ303","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1337","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:laje_santos_laje_santos_2008","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianCoast:laje_santos_laje_santos_2008_occ304","HumanObservation","urn:lsid:marinespecies.org:taxname:287107","Madracis decactis","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Pocilloporidae","Madracis","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"121","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ305","HumanObservation","urn:lsid:marinespecies.org:taxname:1344208","Mussismilia leptophylla","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"218","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ306","HumanObservation","urn:lsid:marinespecies.org:taxname:1344208","Mussismilia leptophylla","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"320","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:stpauls_rocks_bay_2010_occ307","HumanObservation","urn:lsid:marinespecies.org:taxname:1344208","Mussismilia leptophylla","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"68","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_das_cordas_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_cabeco_das_cordas_2011_occ308","HumanObservation","urn:lsid:marinespecies.org:taxname:1344208","Mussismilia leptophylla","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"78","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_buraco_do_inferno_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_buraco_do_inferno_2011_occ309","HumanObservation","urn:lsid:marinespecies.org:taxname:1344208","Mussismilia leptophylla","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1020","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011_occ310","HumanObservation","urn:lsid:marinespecies.org:taxname:1344208","Mussismilia leptophylla","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"1112","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_morro_de_fora_2011_occ311","HumanObservation","urn:lsid:marinespecies.org:taxname:1344208","Mussismilia leptophylla","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"148","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011_occ312","HumanObservation","urn:lsid:marinespecies.org:taxname:1344208","Mussismilia leptophylla","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
"158","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011","BR:ReefSYN:RonaldoFrancini-Filho-USP:BrazilianOceanicIslands:noronha_laje_dois_irmaos_2011_occ313","HumanObservation","urn:lsid:marinespecies.org:taxname:1344208","Mussismilia leptophylla","Species","Animalia","Cnidaria","Hexacorallia","Scleractinia","Faviidae","Mussismilia","Ronaldo Francini-Filho | Erika FC Santana | Anaide W Aued","Percentage cover","presence","CC BY","en"
